input,State
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Critical
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Critical
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Critical
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Critical
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Critical
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Critical
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Critical
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Caution
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Caution
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Caution
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Caution
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Caution
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Caution
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Nominal
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Nominal
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Nominal
"p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:high,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:low,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:high,p:high,p:high,p:high,p:high,p:high,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid,p:mid",Nominal
